departamento;distrito;barrio
SAN PEDRO;SAN ESTANISLAO;ARROYO MOROTI
SAN PEDRO;VILLA DEL ROSARIO;SAN JOSE
SAN PEDRO;SAN ESTANISLAO;ASENT. CERRITO
SAN PEDRO;VILLA DEL ROSARIO;SAN ROQUE
SAN PEDRO;25 DE DICIEMBRE;SAN JUAN BOSCO
SAN PEDRO;25 DE DICIEMBRE;SANTA ROSA
SAN PEDRO;25 DE DICIEMBRE;ASENT. KO´EJU
SAN PEDRO;25 DE DICIEMBRE;SAN JOSE 1
SAN PEDRO;25 DE DICIEMBRE;TORIN KUE
SAN PEDRO;25 DE DICIEMBRE;ASENT. VIRGEN DEL CARMEN
SAN PEDRO;25 DE DICIEMBRE;VIRGEN DE LA ASUNCION
SAN PEDRO;UNION;SANTA CATALINA
SAN PEDRO;25 DE DICIEMBRE;SANTA LIBRADA
SAN PEDRO;TACUATI;ASENT. VIRGEN DEL CARMEN
SAN PEDRO;25 DE DICIEMBRE;YKUA RUGUA
SAN PEDRO;25 DE DICIEMBRE;POTRERO YVATE
SAN PEDRO;25 DE DICIEMBRE;SAN JOSE 2
SAN PEDRO;25 DE DICIEMBRE;SAN ISIDRO
SAN PEDRO;25 DE DICIEMBRE;CENTRO
SAN PEDRO;25 DE DICIEMBRE;COLONIA NAVIDAD
SAN PEDRO;TACUATI;ASENT. FATIMA
PRESIDENTE HAYES;VILLA HAYES;COM INDIG MAKXLAWAYA ALDEA MONTE ALTO
SAN PEDRO;25 DE DICIEMBRE;CAÑADA LOURDES
SAN PEDRO;25 DE DICIEMBRE;SAN MIGUEL 1
SAN PEDRO;GENERAL ELIZARDO AQUINO;FATIMA
SAN PEDRO;UNION;CENTRO
SAN PEDRO;UNION;SAN ROQUE
SAN PEDRO;TACUATI;ASENT. TACUATI POTY
SAN PEDRO;CHORE;ASENT. SAN FRANCISCO KOKUERA
SAN PEDRO;UNION;COBAS  KUE
SAN PEDRO;TACUATI;MARIA AUXILIADORA
SAN PEDRO;TACUATI;NARANJO MARIA AUXILIADORA
SAN PEDRO;SAN ESTANISLAO;COSTA BARRETO
SAN PEDRO;CHORE;KOKUERA CALLE SAN FRANCISCO
SAN PEDRO;UNION;CAÑADA SANTA MARIA
CANINDEYU;CORPUS CHRISTI;COM INDIG TATU KUE
SAN PEDRO;UNION;POTRERITO
SAN PEDRO;TACUATI;ASENT. SAN JORGE
CANINDEYU;CORPUS CHRISTI;COM INDIG TEKOHA RYAPU LAGUNA HOVY
SAN PEDRO;UNION;HUGUA MOJON
SAN PEDRO;UNION;ASENT. SANTA LIBRADA
SAN PEDRO;SAN ESTANISLAO;COSTA TAPIRACUAI
SAN PEDRO;TACUATI;TACUATI POTY
ÑEEMBUCU;ALBERDI;LOMAS
SAN PEDRO;UNION;CAÑADA SAN JORGE
SAN PEDRO;TACUATI;ASENT. SAN JOSE
SAN PEDRO;SAN PABLO;SAGRADA FAMILIA
SAN PEDRO;UNION;SAN ANTONIO
SAN PEDRO;TACUATI;SANTA ROSA
SAN PEDRO;TACUATI;BARRIAL
SAN PEDRO;TACUATI;VIRGEN DEL CARMEN
SAN PEDRO;ANTEQUERA;SAGRADA FAMILIA
SAN PEDRO;UNION;SANTA CATALINA
SAN PEDRO;TACUATI;TORO ÑU
SAN PEDRO;SAN PABLO;TATARE SUR
SAN PEDRO;TACUATI;ARROYO ATA
SAN PEDRO;SAN PABLO;TATARE NORTE
SAN PEDRO;TACUATI;COSTA PO´I
SAN PEDRO;SAN PABLO;SAN RAMON
SAN PEDRO;SAN ESTANISLAO;8 DE DICIEMBRE
SAN PEDRO;TACUATI;CRUCE TACUATI
SAN PEDRO;TACUATI;SAN PEDRO
SAN PEDRO;SAN PABLO;SAGRADO CORAZON DE JESUS
SAN PEDRO;TACUATI;SAN PEDRO POTY
SAN PEDRO;SAN PABLO;SAN ANTONIO I
SAN PEDRO;SAN PABLO;SAN ANTONIO
SAN PEDRO;TACUATI;PASO ITA
SAN PEDRO;TACUATI;SANTA CLARA
SAN PEDRO;NUEVA GERMANIA;CERRITO
SAN PEDRO;TACUATI;MBARACA
SAN PEDRO;TACUATI;COLONIA OÑONDIVEPA 2DA LINEA
SAN PEDRO;TACUATI;ASENT. KO´E PYAHU
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;INMACULADA
SAN PEDRO;TACUATI;SENDERO DEL NORTE
SAN PEDRO;TACUATI;SANTA MARIA
SAN PEDRO;SAN PABLO;MARIA AUXILIADORA
SAN PEDRO;SAN PABLO;FATIMA
SAN PEDRO;TACUATI;POTRERO OCULTO
SAN PEDRO;TACUATI;COLONIA PY´AGUAPY
SAN PEDRO;SAN PABLO;SAN ANTONIO II
SAN PEDRO;SAN PABLO;CALLE SAN JUAN
SAN PEDRO;SAN PABLO;POTRERO PUKU
SAN PEDRO;SAN PABLO;RUTARA
SAN PEDRO;SAN ESTANISLAO;TAPIRACUAI LOMA
SAN PEDRO;SAN ESTANISLAO;1RO DE MAYO
SAN PEDRO;SAN ESTANISLAO;GUARANI KA´AGUY
SAN PEDRO;SAN ESTANISLAO;CALLE 6000 BERTONI
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;NUESTRA SEÑORA DE LA ASUNCION
SAN PEDRO;SAN ESTANISLAO;SAN VALENTIN
SAN PEDRO;SAN ESTANISLAO;SANTA LIBRADA
SAN PEDRO;SAN ESTANISLAO;SAN JOSE OBRERO
SAN PEDRO;SAN ESTANISLAO;CALLE 4000 BERTONI
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;ASENT. MESQUITA
SAN PEDRO;SAN ESTANISLAO;SANTA CATALINA
SAN PEDRO;SAN ESTANISLAO;SANTO DOMINGO
SAN PEDRO;SAN ESTANISLAO;SAN JOSE
SAN PEDRO;SAN ESTANISLAO;BOLA KUA
SAN PEDRO;SAN ESTANISLAO;CALLE 6000 MARENGO
SAN PEDRO;SAN ESTANISLAO;ASENT. SAN FRANCISCO
SAN PEDRO;SAN ESTANISLAO;LOTE I
SAN PEDRO;SAN ESTANISLAO;CALLE 10000 BERTONI
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;ASENT. SAN FRANCISCO
SAN PEDRO;SAN ESTANISLAO;CALLE 8000 BERTONI
SAN PEDRO;SAN ESTANISLAO;CALLE 10000 MARENGO
SAN PEDRO;SAN ESTANISLAO;CALLE 8000 MARENGO
SAN PEDRO;SAN ESTANISLAO;MARENGO
SAN PEDRO;SAN ESTANISLAO;TAKURUTY
SAN PEDRO;SAN ESTANISLAO;CALLE 12000 BERTONI
SAN PEDRO;SAN ESTANISLAO;CALLE 1000 BERTONI
SAN PEDRO;SAN ESTANISLAO;VAKA HU
SAN PEDRO;SAN ESTANISLAO;CENTRO
SAN PEDRO;SAN ESTANISLAO;ITAPE GUY
SAN PEDRO;SAN ESTANISLAO;SANTA ANA
SAN PEDRO;SAN ESTANISLAO;SAN ISIDRO 2
SAN PEDRO;SAN ESTANISLAO;GUAICA
SAN PEDRO;SAN ESTANISLAO;CALLE 20 DE ENERO
ÑEEMBUCU;LOS LAURELES;VIRGEN DEL ROSARIO
SAN PEDRO;SAN ESTANISLAO;ARROYO GUASU
SAN PEDRO;SAN ESTANISLAO;ORIENTAL
SAN PEDRO;SAN ESTANISLAO;REPUBLICANO
SAN PEDRO;SAN ESTANISLAO;TAPIRACUAI
SAN PEDRO;SAN ESTANISLAO;CALLE 6000 DEFENSORES DEL CHACO
SAN PEDRO;SAN ESTANISLAO;ÑU PO´I
SAN PEDRO;SAN ESTANISLAO;MONGELOS
SAN PEDRO;SAN ESTANISLAO;MONTE ALTO
SAN PEDRO;NUEVA GERMANIA;ISLA SOLA
;;
SAN PEDRO;NUEVA GERMANIA;COLONIA LA VICTORIA SAN ANTONIO
SAN PEDRO;SAN ESTANISLAO;SAN MARTIN
PRESIDENTE HAYES;VILLA HAYES;COM INDIG YANEKYAHA-26 DE JUNIO
SAN PEDRO;SAN ESTANISLAO;JATAITY CORA
;;
SAN PEDRO;NUEVA GERMANIA;NUEVO MEXICO
SAN PEDRO;SAN ESTANISLAO;PUNTA SUERTE
SAN PEDRO;SAN ESTANISLAO;VIRGEN DE FATIMA
PRESIDENTE HAYES;PUERTO PINASCO;COM INDIG LA PATRIA - PARAISO 13
SAN PEDRO;SAN ESTANISLAO;LOURDES
SAN PEDRO;SAN ESTANISLAO;ASENT. LA VICTORIA
SAN PEDRO;SAN ESTANISLAO;TAPIRACUAI
SAN PEDRO;LIMA;ASENT. YVYRA PETEI
SAN PEDRO;SAN ESTANISLAO;YVYRAJU
SAN PEDRO;SAN ESTANISLAO;SIRATY
SAN PEDRO;GENERAL ELIZARDO AQUINO;4 VIENTOS
SAN PEDRO;GENERAL ELIZARDO AQUINO;ASENT. NUCLEAR 15 DE MAYO
SAN PEDRO;SAN ESTANISLAO;MONTE ALTO
SAN PEDRO;SAN ESTANISLAO;SANTA BARBARA
SAN PEDRO;NUEVA GERMANIA;ASENT. TIERRA PROMETIDA
SAN PEDRO;NUEVA GERMANIA;SAN FELIPE
SAN PEDRO;NUEVA GERMANIA;SAGRADA FAMILIA
SAN PEDRO;NUEVA GERMANIA;VIRGEN DE FATIMA
SAN PEDRO;LIMA;COSTA PUKU 2
SAN PEDRO;SAN ESTANISLAO;JATAITY KORA
SAN PEDRO;GENERAL ELIZARDO AQUINO;15 DE MAYO
SAN PEDRO;NUEVA GERMANIA;ASENT. COLONIA
SAN PEDRO;NUEVA GERMANIA;ASENT. GERMANINA
SAN PEDRO;NUEVA GERMANIA;CHAMORRO KUE
SAN PEDRO;LIMA;CARUMBEY 1
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;SANTA ANA
SAN PEDRO;NUEVA GERMANIA;COSTA NORTE
SAN PEDRO;LIMA;ASENT. NUEVA JERUSALEN
SAN PEDRO;NUEVA GERMANIA;TAKURUTY
SAN PEDRO;NUEVA GERMANIA;RINCON
SAN PEDRO;NUEVA GERMANIA;COSTA AZUL
SAN PEDRO;LIMA;SARGENTO MONTANIA
SAN PEDRO;ITACURUBI DEL ROSARIO;COLONIA TUYANGO
SAN PEDRO;LIMA;ASENT. PRIMAVERA
SAN PEDRO;LIMA;PERPETUO SOCORRO
SAN PEDRO;LIMA;NARANJATY
SAN PEDRO;GENERAL ELIZARDO AQUINO;HUGUA MERCEDES
SAN PEDRO;LIMA;ASENT. SANGUINA KUE
SAN PEDRO;LIMA;NIÑO MARTIR
SAN PEDRO;GENERAL ELIZARDO AQUINO;ÑUMBUE
SAN PEDRO;LIMA;YVYPE
SAN PEDRO;GENERAL ELIZARDO AQUINO;SANTA CLARA SUB-URBANO
SAN PEDRO;LIMA;SAN FELIPE
SAN PEDRO;ITACURUBI DEL ROSARIO;SARGENTO MOREL
SAN PEDRO;LIMA;SAN ANTONIO
SAN PEDRO;ITACURUBI DEL ROSARIO;SAN RAFAEL
SAN PEDRO;YRYVU CUA;COM INDIG Y APY ARROYO CORA
SAN PEDRO;LIMA;LOMA CLAVEL
SAN PEDRO;ITACURUBI DEL ROSARIO;LAGUNA MOJON
SAN PEDRO;ITACURUBI DEL ROSARIO;SAN ANTONIO
SAN PEDRO;LIMA;VIRGEN DE FATIMA
ÑEEMBUCU;LOS LAURELES;POTRERO PINDURA
SAN PEDRO;YRYVU CUA;COM INDIG Y APY MBURUCUYA
SAN PEDRO;GENERAL ELIZARDO AQUINO;POLENTO KUE
SAN PEDRO;ITACURUBI DEL ROSARIO;PEGUAJHO
SAN PEDRO;GENERAL ELIZARDO AQUINO;PIRAY
SAN PEDRO;LIMA;CEDRAN KUE
SAN PEDRO;ITACURUBI DEL ROSARIO;COLONIA FRIESLAND
SAN PEDRO;ITACURUBI DEL ROSARIO;SAN JOSE
SAN PEDRO;ITACURUBI DEL ROSARIO;HUGUA´I
SAN PEDRO;ITACURUBI DEL ROSARIO;RAMOS KUE
SAN PEDRO;ITACURUBI DEL ROSARIO;VIRGEN DEL ROSARIO
SAN PEDRO;ITACURUBI DEL ROSARIO;SAN FRANCISCO
SAN PEDRO;GENERAL ELIZARDO AQUINO;1 DE MARZO
SAN PEDRO;GENERAL ELIZARDO AQUINO;SARGENTO CASTIGLIONI
SAN PEDRO;GENERAL ELIZARDO AQUINO;SAN RAMON
SAN PEDRO;GENERAL ELIZARDO AQUINO;NORTE POTY
SAN PEDRO;GENERAL ELIZARDO AQUINO;SANTA CLARA
SAN PEDRO;GENERAL ELIZARDO AQUINO;SAN BLAS 1
SAN PEDRO;GENERAL ELIZARDO AQUINO;AGUILERA KUE
ÑEEMBUCU;ALBERDI;MOÑAI  KUARE
SAN PEDRO;GENERAL ELIZARDO AQUINO;PINDOTY
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;MBOKAJATY
SAN PEDRO;GENERAL ELIZARDO AQUINO;PUNTA PORA
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;PUERTO SAN ROQUE
SAN PEDRO;GENERAL ELIZARDO AQUINO;SAN MIGUEL
SAN PEDRO;GENERAL ELIZARDO AQUINO;CALLE 15
SAN PEDRO;GENERAL ELIZARDO AQUINO;15 DE SETIEMBRE
SAN PEDRO;GENERAL ELIZARDO AQUINO;FATIMA
SAN PEDRO;GENERAL ELIZARDO AQUINO;SAN BLAS 2
SAN PEDRO;GENERAL ELIZARDO AQUINO;TOLEDO
SAN PEDRO;GENERAL ELIZARDO AQUINO;SANTA ISABEL
SAN PEDRO;GENERAL ELIZARDO AQUINO;HUGUA REY
SAN PEDRO;GENERAL ELIZARDO AQUINO;SAN ANTONIO
PRESIDENTE HAYES;PUERTO PINASCO;COM INDIG LA PATRIA - LA PACIENCIA
SAN PEDRO;GENERAL ELIZARDO AQUINO;CARRILLO KUE
SAN PEDRO;GENERAL ELIZARDO AQUINO;COMPAÑIA CORRALES
SAN PEDRO;GENERAL ELIZARDO AQUINO;MBOI KUA
SAN PEDRO;GENERAL ELIZARDO AQUINO;SAN FELIPE
SAN PEDRO;GENERAL ELIZARDO AQUINO;SAN FRANCISCO
SAN PEDRO;GENERAL ELIZARDO AQUINO;4 MIL MBARETE
SAN PEDRO;GENERAL ELIZARDO AQUINO;COLONIA MBARETE
SAN PEDRO;GENERAL ELIZARDO AQUINO;8 DE DICIEMBRE 2
SAN PEDRO;GENERAL ELIZARDO AQUINO;CAÑADA
SAN PEDRO;GENERAL ELIZARDO AQUINO;HUGUA GUASU 1RA LINEA
SAN PEDRO;GENERAL ELIZARDO AQUINO;HUGUA GUASU JETYTY
SAN PEDRO;GENERAL ELIZARDO AQUINO;SAN RAFAEL
SAN PEDRO;GENERAL ELIZARDO AQUINO;JURUHEI
SAN PEDRO;GENERAL ELIZARDO AQUINO;LOURDES
SAN PEDRO;GENERAL ELIZARDO AQUINO;SANTA ROSA
SAN PEDRO;GENERAL ELIZARDO AQUINO;SAN JOSE 2
SAN PEDRO;GENERAL ELIZARDO AQUINO;3 DE MAYO
SAN PEDRO;GENERAL ELIZARDO AQUINO;SANTA LIBRADA
SAN PEDRO;GENERAL ELIZARDO AQUINO;SAN JOSE
SAN PEDRO;GENERAL ELIZARDO AQUINO;SANTA LIBRADA
SAN PEDRO;GENERAL ELIZARDO AQUINO;MANDIJU
SAN PEDRO;CHORE;1RO DE MARZO
SAN PEDRO;CHORE;KOKUERA CALLE SANTA LUCIA
SAN PEDRO;CHORE;LA NIÑA
SAN PEDRO;CHORE;SAGRADA FAMILIA
SAN PEDRO;CHORE;15 DE AGOSTO
SAN PEDRO;CHORE;SANTO DOMINGO
SAN PEDRO;CHORE;LIBERACION SUR
ÑEEMBUCU;GENERAL DIAZ;SAN ANTONIO
SAN PEDRO;CHORE;PLACIDO
SAN PEDRO;CHORE;25 DE MAYO
SAN PEDRO;CHORE;VILLA ALEGRE
SAN PEDRO;CHORE;NUCLEAR 1
SAN PEDRO;CHORE;COLONIA INDUSTRIAL KUE
SAN PEDRO;CHORE;PANCHITO LOPEZ
SAN PEDRO;CHORE;SAN JOSE -YERUTI
SAN PEDRO;CHORE;MONSEÑOR AQUINO
SAN PEDRO;CHORE;NUCLEAR 2
SAN PEDRO;CHORE;MARIA AUXILIADORA NORTE
SAN PEDRO;CHORE;SAN PEDRO
SAN PEDRO;CHORE;6 DE ENERO
SAN PEDRO;CHORE;SAN JOSE
SAN PEDRO;CHORE;KO'E POTY
SAN PEDRO;CHORE;SAN RAFAEL
SAN PEDRO;CHORE;ROSA MISTICA
SAN PEDRO;CHORE;NARANJA HAI
SAN PEDRO;CHORE;YKUA PORA 3RA LINEA
SAN PEDRO;CHORE;YKUA PORA 2DA LINEA
SAN PEDRO;CHORE;SANTA ANA
SAN PEDRO;CHORE;SAN ROQUE
SAN PEDRO;CHORE;SANTA LUCIA
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;CURUPAYTY
SAN PEDRO;CHORE;LINEA CARAGUATAY
SAN PEDRO;CHORE;CHORE I
SAN PEDRO;CHORE;SAN FRANCISCO
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;ANGELITA
SAN PEDRO;ANTEQUERA;MONTE ALTO
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;ZOLABARRIETA
SAN PEDRO;ANTEQUERA;POROTO
SAN PEDRO;ANTEQUERA;1RA VISTA
SAN PEDRO;ANTEQUERA;PUERTO BARRANQUERITA
SAN PEDRO;ANTEQUERA;VIRGEN DE FATIMA
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;TAPE KA´AGUY
PRESIDENTE HAYES;PUERTO PINASCO;COM INDIG LA PATRIA - MONTE KUE 9
ÑEEMBUCU;HUMAITA;PASO CORNELIO
SAN PEDRO;ANTEQUERA;ESTANCIA PY PORE
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;YPAJERE
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;ASENT. EX TAON
PRESIDENTE HAYES;PUERTO PINASCO;COM INDIG LA PATRIA - CARPINCHO 3
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;SAN RAFAEL
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;ROSARIO LOMA
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;PICADA FERNANDEZ
ÑEEMBUCU;VILLALBIN;SAN MIGUEL
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;ÑANDUCUA
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;YATEBO
ÑEEMBUCU;VILLA OLIVA;LA ESPERANZA
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;LOS LAPACHOS
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;SANTO TOMAS
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;AGUARAYMI
ÑEEMBUCU;VILLA OLIVA;ZANJITA YVY ATA
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;JUAN PABLO SEGUNDO
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;YAKARE ÑE´E
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;SAN JOSE 2
ASUNCION;ASUNCION;GENERAL BERNARDINO CABALLERO
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;SAN ROQUE
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;ASENT. VIRGEN DE FATIMA
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;NARANJATY
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;ROJAS RUGUA
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;COLONIA BARBERO
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;INMACULADA 2
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;SAN JOSE
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;PAVON KUE
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;SAN ANTONIO 2
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;PUERTO YVAPOBO SUB-URBANO
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;NUESTRA SEÑORA DE LA ASUNCION
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;SANTA ANA
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;YVAPOVO
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;VILLA AURORA
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;FATIMA
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;MARIA AUXILIADORA
ÑEEMBUCU;VILLALBIN;URBANO
ÑEEMBUCU;GENERAL DIAZ;8 DE DICIEMBRE
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;COLONIA SAN JUAN
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;YBAROTY
ÑEEMBUCU;VILLALBIN;SAN FRANCISCO
ÑEEMBUCU;VILLALBIN;SAN SEBASTIAN
ÑEEMBUCU;VILLALBIN;MANANTIAL
ÑEEMBUCU;VILLALBIN;TTE SANCHEZ
ÑEEMBUCU;VILLALBIN;ISLA RO'Y SUB-URBANO
ÑEEMBUCU;VILLALBIN;ISLA RO'Y
ÑEEMBUCU;MAYOR MARTINEZ;SANTA LIBRADA
ÑEEMBUCU;VILLA OLIVA;TORYPA
ÑEEMBUCU;VILLA OLIVA;PUERTO PARAISO
ÑEEMBUCU;TACUARAS;URBANO
ÑEEMBUCU;VILLA OLIVA;4 VIENTOS
ÑEEMBUCU;VILLA OLIVA;MARIA AUXILIADORA
ÑEEMBUCU;VILLA OLIVA;ALEGRE
ÑEEMBUCU;VILLA OLIVA;YVY POHYI
ÑEEMBUCU;MAYOR MARTINEZ;LA FLOR
ÑEEMBUCU;PASO DE PATRIA;SAN PATRICIO
ÑEEMBUCU;VILLA OLIVA;SAN MIGUEL
ÑEEMBUCU;VILLA OLIVA;ZANJITA
ÑEEMBUCU;VILLA OLIVA;SAN MIGUEL
ÑEEMBUCU;VILLA OLIVA;VALLE PUKU
;;
;;
ÑEEMBUCU;VILLA FRANCA;KARANDAYTY
ÑEEMBUCU;VILLA OLIVA;ESTANZUELA
ÑEEMBUCU;VILLA OLIVA;SAN JUAN
ÑEEMBUCU;TACUARAS;PIRETU KUE
ÑEEMBUCU;TACUARAS;SAN JORGE
ÑEEMBUCU;VILLA FRANCA;URBANO
ÑEEMBUCU;TACUARAS;YAGUARON
ÑEEMBUCU;TACUARAS;PUNTA DIAMANTE
ÑEEMBUCU;TACUARAS;YATAITY
PRESIDENTE HAYES;PUERTO PINASCO;COM INDIG LA PATRIA - SAN FERNANDEZ
ÑEEMBUCU;TACUARAS;TACUARAS SUR
ÑEEMBUCU;VILLA FRANCA;SEBASTIAN GABOTO
ÑEEMBUCU;VILLA FRANCA;ZONA DE ESTANCIAS VILLA FRANCA
ÑEEMBUCU;TACUARAS;POTRERO GONZALEZ
ÑEEMBUCU;TACUARAS;TACUARAS NORTE
ÑEEMBUCU;MAYOR MARTINEZ;LOMA'I
ÑEEMBUCU;SAN JUAN BAUTISTA DE ÑEEMBUCU;POTRERO CABALLERO
CAAZAPA;ABAI;KM 16 SAN BLAS
ÑEEMBUCU;LOS LAURELES;KA'AROGUE
ÑEEMBUCU;SAN JUAN BAUTISTA DE ÑEEMBUCU;8 DE DICIEMBRE
ÑEEMBUCU;LOS LAURELES;CONAVI CAACUPEMI
ÑEEMBUCU;PASO DE PATRIA;SAN BLAS
ÑEEMBUCU;SAN JUAN BAUTISTA DE ÑEEMBUCU;COSTA ROSADO
ÑEEMBUCU;SAN JUAN BAUTISTA DE ÑEEMBUCU;ESTERO KAMBA
ÑEEMBUCU;SAN JUAN BAUTISTA DE ÑEEMBUCU;ESPINILLO
ÑEEMBUCU;SAN JUAN BAUTISTA DE ÑEEMBUCU;COSTA PINDO
ÑEEMBUCU;SAN JUAN BAUTISTA DE ÑEEMBUCU;LAGUNA ITA
ÑEEMBUCU;PASO DE PATRIA;PASO DE PATRIA NORTE
BOQUERON;LOMA PLATA;COM INDIG YALVE SANGA-EFESO
ÑEEMBUCU;PASO DE PATRIA;COSTA PARANA
ÑEEMBUCU;PASO DE PATRIA;PASO CANOA
ÑEEMBUCU;SAN JUAN BAUTISTA DE ÑEEMBUCU;PIRITY
ÑEEMBUCU;PASO DE PATRIA;SAN FRANCISCO
ÑEEMBUCU;PASO DE PATRIA;PASO DE PATRIA SUR
ÑEEMBUCU;PASO DE PATRIA;SAN JOSE
ÑEEMBUCU;MAYOR MARTINEZ;ISLA YSYPO
ÑEEMBUCU;MAYOR MARTINEZ;FUERTE KUE
CORDILLERA;MBOCAYATY DEL YHAGUY;CENTRO
ÑEEMBUCU;MAYOR MARTINEZ;YATAITY
ÑEEMBUCU;MAYOR MARTINEZ;SAN ROQUE
ÑEEMBUCU;MAYOR MARTINEZ;ITA KORA
ÑEEMBUCU;MAYOR MARTINEZ;ESCOLAR
ÑEEMBUCU;MAYOR MARTINEZ;CENTRO
ÑEEMBUCU;MAYOR MARTINEZ;POTRERO BORDON
ÑEEMBUCU;LOS LAURELES;SANTA LIBRADA
ÑEEMBUCU;LOS LAURELES;COSTA PUKU
ÑEEMBUCU;MAYOR MARTINEZ;ALARCON
ÑEEMBUCU;MAYOR MARTINEZ;ITA KORA SUB-URBANO
ÑEEMBUCU;MAYOR MARTINEZ;CABRERA KUE
ÑEEMBUCU;MAYOR MARTINEZ;DON ORIONE
ÑEEMBUCU;LOS LAURELES;ÑEEMBUCU MI
ÑEEMBUCU;HUMAITA;SAN FRANCISCO
ÑEEMBUCU;LOS LAURELES;ISLERIA
ÑEEMBUCU;CERRITO;KURUSU AVA
ÑEEMBUCU;LOS LAURELES;APIPE
ÑEEMBUCU;ISLA UMBU;LOMA CLAVEL
ÑEEMBUCU;ISLA UMBU;TAKURU PYTA
ÑEEMBUCU;LOS LAURELES;PASO PINDO
ÑEEMBUCU;ISLA UMBU;VALE PO'I
ÑEEMBUCU;HUMAITA;ACOSTA ÑU
ASUNCION;ASUNCION;LUIS ALBERTO DE HERRERA
ÑEEMBUCU;ISLA UMBU;BOQUERON
ÑEEMBUCU;ALBERDI;SANTA ELENA
ÑEEMBUCU;ISLA UMBU;ISLERIA
ÑEEMBUCU;ISLA UMBU;KAMBA KUA
ÑEEMBUCU;HUMAITA;ARROYO HONDO
ÑEEMBUCU;ALBERDI;SAN CAYETANO
ÑEEMBUCU;HUMAITA;PARED KUE
ÑEEMBUCU;HUMAITA;TUJU KUE
ÑEEMBUCU;GUAZU CUA;PASO TYPY
ÑEEMBUCU;GENERAL DIAZ;LOMA SUB-URBANO
ÑEEMBUCU;GENERAL DIAZ;SANTA LUCIA
ÑEEMBUCU;ALBERDI;LOMA CLAVEL
ÑEEMBUCU;GUAZU CUA;POTRERO YVYRA'I
ÑEEMBUCU;CERRITO;PASO TAJY
ÑEEMBUCU;HUMAITA;PASO PUKU
ÑEEMBUCU;GUAZU CUA;DUARTE KUE
ÑEEMBUCU;PILAR;LOMA CLAVEL
ÑEEMBUCU;GUAZU CUA;YVAVIJU
ÑEEMBUCU;GUAZU CUA;URBANO
ÑEEMBUCU;PILAR;MBOKAJATY
ÑEEMBUCU;GUAZU CUA;GUASU KUA NORTE
ÑEEMBUCU;GUAZU CUA;MONTUOSO COSTA
ÑEEMBUCU;GENERAL DIAZ;VELAZQUEZ KUE
ÑEEMBUCU;ALBERDI;YAGUARON
ÑEEMBUCU;GENERAL DIAZ;LOMA
ÑEEMBUCU;DESMOCHADOS;POTRERO ZARZA
ÑEEMBUCU;GENERAL DIAZ;CAMPAMENTO KUE
ÑEEMBUCU;DESMOCHADOS;COSTA PO'I
ÑEEMBUCU;ALBERDI;EL TUNEL
ÑEEMBUCU;GENERAL DIAZ;PUESTO TORRES
ASUNCION;ASUNCION;SAN CRISTOBAL
